Période,Kalman_Filter_1,Kalman_Filter_2
2022-09-01,21.528574326798324,141.10916008871231
2022-10-01,22.30866832760121,146.5156573637985
2022-11-01,22.708985125904498,149.05684404229407
2022-12-01,22.6872854426589,148.91248594792688
2023-01-01,23.24495094257007,152.66974891171182
2023-02-01,23.729181769488562,155.89427381041747
2023-03-01,24.14404101992366,158.74018250696955
2023-04-01,24.510942131255185,161.14347749412104
2023-05-01,24.481525290564605,160.89913119509055
2023-06-01,24.61608288686454,161.8150723932737
2023-07-01,24.712860213105948,162.49129552576795
2023-08-01,25.265850975043687,166.14688921464864
2023-09-01,25.5367202227623,168.02995264534172
2023-10-01,25.571858273239393,168.37541425892786
2023-11-01,25.610836621542052,168.51021213641283
2023-12-01,25.81705178881475,169.59497424343044
2024-01-01,25.915141235148468,170.32260314778503
2024-02-01,26.201433016337962,172.24923722578782
2024-03-01,26.0806734997958,171.48205433659479
2024-04-01,26.33334778393259,173.1666500544431
2024-05-01,26.392548792165982,173.70730412344165
2024-06-01,26.44953153299467,174.0927856430985
2024-07-01,26.65490471929155,175.43867535265116
2024-08-01,26.79392582623016,176.24788727808817
2024-09-01,26.514654820916657,174.42163440988895
2024-10-01,26.663549147089782,175.43388676600168
2024-11-01,26.73588202460016,175.96726036351535
2024-12-01,26.942865161675517,177.31225868553227
2025-01-01,27.3161658354152,179.92052755516843
2025-02-01,26.843858651539126,176.74155954377662
2025-03-01,26.698389158898248,175.88377964443347
2025-04-01,26.998032298212742,177.7508750775711
